scenario,action,probability
[2♦] [K♣]|deep,fold,0.2
[2♦] [K♣]|deep,call_small,0.2
[2♦] [K♣]|deep,raise_small,0.2
[2♦] [K♣]|deep,raise_mid,0.2
[2♦] [K♣]|deep,raise_high,0.2
[8♥] [7♥]|short,fold,0.2
[8♥] [7♥]|short,call_small,0.2
[8♥] [7♥]|short,raise_small,0.2
[8♥] [7♥]|short,raise_mid,0.2
[8♥] [7♥]|short,raise_high,0.2
[T♠] [6♥]|short,fold,0.2
[T♠] [6♥]|short,call_small,0.2
[T♠] [6♥]|short,raise_small,0.2
[T♠] [6♥]|short,raise_mid,0.2
[T♠] [6♥]|short,raise_high,0.2
[3♦] [3♣]|short,fold,0.2
[3♦] [3♣]|short,call_small,0.2
[3♦] [3♣]|short,raise_small,0.2
[3♦] [3♣]|short,raise_mid,0.2
[3♦] [3♣]|short,raise_high,0.2
[T♦] [8♥]|short,fold,0.2
[T♦] [8♥]|short,call_small,0.2
[T♦] [8♥]|short,raise_small,0.2
[T♦] [8♥]|short,raise_mid,0.2
[T♦] [8♥]|short,raise_high,0.2
[5♦] [7♣]|deep,fold,0.2
[5♦] [7♣]|deep,call_small,0.2
[5♦] [7♣]|deep,raise_small,0.2
[5♦] [7♣]|deep,raise_mid,0.2
[5♦] [7♣]|deep,raise_high,0.2
[J♣] [T♥]|short,fold,0.2
[J♣] [T♥]|short,call_small,0.2
[J♣] [T♥]|short,raise_small,0.2
[J♣] [T♥]|short,raise_mid,0.2
[J♣] [T♥]|short,raise_high,0.2
[7♠] [A♦]|medium,fold,0.2
[7♠] [A♦]|medium,call_small,0.2
[7♠] [A♦]|medium,raise_small,0.2
[7♠] [A♦]|medium,raise_mid,0.2
[7♠] [A♦]|medium,raise_high,0.2
[3♣] [8♥]|deep,fold,0.2
[3♣] [8♥]|deep,call_small,0.2
[3♣] [8♥]|deep,raise_small,0.2
[3♣] [8♥]|deep,raise_mid,0.2
[3♣] [8♥]|deep,raise_high,0.2
[J♠] [T♣]|short,fold,0.2
[J♠] [T♣]|short,call_small,0.2
[J♠] [T♣]|short,raise_small,0.2
[J♠] [T♣]|short,raise_mid,0.2
[J♠] [T♣]|short,raise_high,0.2
[9♥] [A♦]|medium,fold,0.2
[9♥] [A♦]|medium,call_small,0.2
[9♥] [A♦]|medium,raise_small,0.2
[9♥] [A♦]|medium,raise_mid,0.2
[9♥] [A♦]|medium,raise_high,0.2
[6♦] [3♦]|short,fold,0.2
[6♦] [3♦]|short,call_small,0.2
[6♦] [3♦]|short,raise_small,0.2
[6♦] [3♦]|short,raise_mid,0.2
[6♦] [3♦]|short,raise_high,0.2
[7♣] [3♣]|short,fold,0.2
[7♣] [3♣]|short,call_small,0.2
[7♣] [3♣]|short,raise_small,0.2
[7♣] [3♣]|short,raise_mid,0.2
[7♣] [3♣]|short,raise_high,0.2
[9♦] [T♦]|deep,fold,0.2
[9♦] [T♦]|deep,call_small,0.2
[9♦] [T♦]|deep,raise_small,0.2
[9♦] [T♦]|deep,raise_mid,0.2
[9♦] [T♦]|deep,raise_high,0.2
[6♠] [J♥]|short,fold,0.2
[6♠] [J♥]|short,call_small,0.2
[6♠] [J♥]|short,raise_small,0.2
[6♠] [J♥]|short,raise_mid,0.2
[6♠] [J♥]|short,raise_high,0.2
[6♣] [J♠]|medium,fold,0.2
[6♣] [J♠]|medium,call_small,0.2
[6♣] [J♠]|medium,raise_small,0.2
[6♣] [J♠]|medium,raise_mid,0.2
[6♣] [J♠]|medium,raise_high,0.2
[7♥] [J♠]|medium,fold,0.2
[7♥] [J♠]|medium,call_small,0.2
[7♥] [J♠]|medium,raise_small,0.2
[7♥] [J♠]|medium,raise_mid,0.2
[7♥] [J♠]|medium,raise_high,0.2
[K♦] [4♦]|medium,fold,0.2
[K♦] [4♦]|medium,call_small,0.2
[K♦] [4♦]|medium,raise_small,0.2
[K♦] [4♦]|medium,raise_mid,0.2
[K♦] [4♦]|medium,raise_high,0.2
[J♦] [J♥]|deep,fold,0.2
[J♦] [J♥]|deep,call_small,0.2
[J♦] [J♥]|deep,raise_small,0.2
[J♦] [J♥]|deep,raise_mid,0.2
[J♦] [J♥]|deep,raise_high,0.2
[7♥] [J♣]|short,fold,0.2
[7♥] [J♣]|short,call_small,0.2
[7♥] [J♣]|short,raise_small,0.2
[7♥] [J♣]|short,raise_mid,0.2
[7♥] [J♣]|short,raise_high,0.2
[8♥] [3♦]|medium,fold,0.2
[8♥] [3♦]|medium,call_small,0.2
[8♥] [3♦]|medium,raise_small,0.2
[8♥] [3♦]|medium,raise_mid,0.2
[8♥] [3♦]|medium,raise_high,0.2
[6♣] [Q♥]|medium,fold,0.2
[6♣] [Q♥]|medium,call_small,0.2
[6♣] [Q♥]|medium,raise_small,0.2
[6♣] [Q♥]|medium,raise_mid,0.2
[6♣] [Q♥]|medium,raise_high,0.2
[6♠] [3♠]|medium,fold,0.2
[6♠] [3♠]|medium,call_small,0.2
[6♠] [3♠]|medium,raise_small,0.2
[6♠] [3♠]|medium,raise_mid,0.2
[6♠] [3♠]|medium,raise_high,0.2
[4♥] [8♠]|medium,fold,0.2
[4♥] [8♠]|medium,call_small,0.2
[4♥] [8♠]|medium,raise_small,0.2
[4♥] [8♠]|medium,raise_mid,0.2
[4♥] [8♠]|medium,raise_high,0.2
[A♦] [3♥]|medium,fold,0.2
[A♦] [3♥]|medium,call_small,0.2
[A♦] [3♥]|medium,raise_small,0.2
[A♦] [3♥]|medium,raise_mid,0.2
[A♦] [3♥]|medium,raise_high,0.2
[A♦] [K♥]|short,fold,0.2
[A♦] [K♥]|short,call_small,0.2
[A♦] [K♥]|short,raise_small,0.2
[A♦] [K♥]|short,raise_mid,0.2
[A♦] [K♥]|short,raise_high,0.2
[3♦] [5♣]|short,fold,0.2
[3♦] [5♣]|short,call_small,0.2
[3♦] [5♣]|short,raise_small,0.2
[3♦] [5♣]|short,raise_mid,0.2
[3♦] [5♣]|short,raise_high,0.2
[A♣] [5♥]|medium,fold,0.2
[A♣] [5♥]|medium,call_small,0.2
[A♣] [5♥]|medium,raise_small,0.2
[A♣] [5♥]|medium,raise_mid,0.2
[A♣] [5♥]|medium,raise_high,0.2
[J♥] [6♣]|medium,fold,0.2
[J♥] [6♣]|medium,call_small,0.2
[J♥] [6♣]|medium,raise_small,0.2
[J♥] [6♣]|medium,raise_mid,0.2
[J♥] [6♣]|medium,raise_high,0.2
[T♣] [J♦]|deep,fold,0.2
[T♣] [J♦]|deep,call_small,0.2
[T♣] [J♦]|deep,raise_small,0.2
[T♣] [J♦]|deep,raise_mid,0.2
[T♣] [J♦]|deep,raise_high,0.2
[9♣] [3♠]|short,fold,0.2
[9♣] [3♠]|short,call_small,0.2
[9♣] [3♠]|short,raise_small,0.2
[9♣] [3♠]|short,raise_mid,0.2
[9♣] [3♠]|short,raise_high,0.2
[6♣] [K♦]|deep,fold,0.2
[6♣] [K♦]|deep,call_small,0.2
[6♣] [K♦]|deep,raise_small,0.2
[6♣] [K♦]|deep,raise_mid,0.2
[6♣] [K♦]|deep,raise_high,0.2
[6♥] [8♥]|short,fold,0.2
[6♥] [8♥]|short,call_small,0.2
[6♥] [8♥]|short,raise_small,0.2
[6♥] [8♥]|short,raise_mid,0.2
[6♥] [8♥]|short,raise_high,0.2
[8♣] [3♠]|deep,fold,0.2
[8♣] [3♠]|deep,call_small,0.2
[8♣] [3♠]|deep,raise_small,0.2
[8♣] [3♠]|deep,raise_mid,0.2
[8♣] [3♠]|deep,raise_high,0.2
[6♠] [K♥]|short,fold,0.2
[6♠] [K♥]|short,call_small,0.2
[6♠] [K♥]|short,raise_small,0.2
[6♠] [K♥]|short,raise_mid,0.2
[6♠] [K♥]|short,raise_high,0.2
[4♦] [T♥]|deep,fold,0.2
[4♦] [T♥]|deep,call_small,0.2
[4♦] [T♥]|deep,raise_small,0.2
[4♦] [T♥]|deep,raise_mid,0.2
[4♦] [T♥]|deep,raise_high,0.2
[5♥] [6♠]|short,fold,0.2
[5♥] [6♠]|short,call_small,0.2
[5♥] [6♠]|short,raise_small,0.2
[5♥] [6♠]|short,raise_mid,0.2
[5♥] [6♠]|short,raise_high,0.2
[T♦] [5♥]|medium,fold,0.2
[T♦] [5♥]|medium,call_small,0.2
[T♦] [5♥]|medium,raise_small,0.2
[T♦] [5♥]|medium,raise_mid,0.2
[T♦] [5♥]|medium,raise_high,0.2
[Q♣] [J♣]|short,fold,0.2
[Q♣] [J♣]|short,call_small,0.2
[Q♣] [J♣]|short,raise_small,0.2
[Q♣] [J♣]|short,raise_mid,0.2
[Q♣] [J♣]|short,raise_high,0.2
[4♦] [5♠]|short,fold,0.2
[4♦] [5♠]|short,call_small,0.2
[4♦] [5♠]|short,raise_small,0.2
[4♦] [5♠]|short,raise_mid,0.2
[4♦] [5♠]|short,raise_high,0.2
[A♣] [7♦]|deep,fold,0.2
[A♣] [7♦]|deep,call_small,0.2
[A♣] [7♦]|deep,raise_small,0.2
[A♣] [7♦]|deep,raise_mid,0.2
[A♣] [7♦]|deep,raise_high,0.2
[7♠] [J♠]|short,fold,0.2
[7♠] [J♠]|short,call_small,0.2
[7♠] [J♠]|short,raise_small,0.2
[7♠] [J♠]|short,raise_mid,0.2
[7♠] [J♠]|short,raise_high,0.2
[3♦] [3♠]|deep,fold,0.2
[3♦] [3♠]|deep,call_small,0.2
[3♦] [3♠]|deep,raise_small,0.2
[3♦] [3♠]|deep,raise_mid,0.2
[3♦] [3♠]|deep,raise_high,0.2
[7♣] [J♣]|medium,fold,0.2
[7♣] [J♣]|medium,call_small,0.2
[7♣] [J♣]|medium,raise_small,0.2
[7♣] [J♣]|medium,raise_mid,0.2
[7♣] [J♣]|medium,raise_high,0.2
[A♠] [J♠]|short,fold,0.2
[A♠] [J♠]|short,call_small,0.2
[A♠] [J♠]|short,raise_small,0.2
[A♠] [J♠]|short,raise_mid,0.2
[A♠] [J♠]|short,raise_high,0.2
[5♥] [A♦]|deep,fold,0.2
[5♥] [A♦]|deep,call_small,0.2
[5♥] [A♦]|deep,raise_small,0.2
[5♥] [A♦]|deep,raise_mid,0.2
[5♥] [A♦]|deep,raise_high,0.2
[J♥] [7♠]|medium,fold,0.2
[J♥] [7♠]|medium,call_small,0.2
[J♥] [7♠]|medium,raise_small,0.2
[J♥] [7♠]|medium,raise_mid,0.2
[J♥] [7♠]|medium,raise_high,0.2
[3♦] [K♥]|short,fold,0.2
[3♦] [K♥]|short,call_small,0.2
[3♦] [K♥]|short,raise_small,0.2
[3♦] [K♥]|short,raise_mid,0.2
[3♦] [K♥]|short,raise_high,0.2
[J♥] [2♣]|medium,fold,0.2
[J♥] [2♣]|medium,call_small,0.2
[J♥] [2♣]|medium,raise_small,0.2
[J♥] [2♣]|medium,raise_mid,0.2
[J♥] [2♣]|medium,raise_high,0.2
[8♣] [J♦]|deep,fold,0.2
[8♣] [J♦]|deep,call_small,0.2
[8♣] [J♦]|deep,raise_small,0.2
[8♣] [J♦]|deep,raise_mid,0.2
[8♣] [J♦]|deep,raise_high,0.2
[4♠] [J♥]|medium,fold,0.2
[4♠] [J♥]|medium,call_small,0.2
[4♠] [J♥]|medium,raise_small,0.2
[4♠] [J♥]|medium,raise_mid,0.2
[4♠] [J♥]|medium,raise_high,0.2
[5♦] [4♥]|medium,fold,0.2
[5♦] [4♥]|medium,call_small,0.2
[5♦] [4♥]|medium,raise_small,0.2
[5♦] [4♥]|medium,raise_mid,0.2
[5♦] [4♥]|medium,raise_high,0.2
[3♣] [3♦]|medium,fold,0.2
[3♣] [3♦]|medium,call_small,0.2
[3♣] [3♦]|medium,raise_small,0.2
[3♣] [3♦]|medium,raise_mid,0.2
[3♣] [3♦]|medium,raise_high,0.2
[Q♣] [3♥]|deep,fold,0.2
[Q♣] [3♥]|deep,call_small,0.2
[Q♣] [3♥]|deep,raise_small,0.2
[Q♣] [3♥]|deep,raise_mid,0.2
[Q♣] [3♥]|deep,raise_high,0.2
[6♣] [6♠]|deep,fold,0.2
[6♣] [6♠]|deep,call_small,0.2
[6♣] [6♠]|deep,raise_small,0.2
[6♣] [6♠]|deep,raise_mid,0.2
[6♣] [6♠]|deep,raise_high,0.2
[7♠] [3♠]|short,fold,0.2
[7♠] [3♠]|short,call_small,0.2
[7♠] [3♠]|short,raise_small,0.2
[7♠] [3♠]|short,raise_mid,0.2
[7♠] [3♠]|short,raise_high,0.2
[T♥] [9♦]|medium,fold,0.2
[T♥] [9♦]|medium,call_small,0.2
[T♥] [9♦]|medium,raise_small,0.2
[T♥] [9♦]|medium,raise_mid,0.2
[T♥] [9♦]|medium,raise_high,0.2
[J♥] [6♣]|short,fold,0.2
[J♥] [6♣]|short,call_small,0.2
[J♥] [6♣]|short,raise_small,0.2
[J♥] [6♣]|short,raise_mid,0.2
[J♥] [6♣]|short,raise_high,0.2
[4♥] [6♥]|deep,fold,0.2
[4♥] [6♥]|deep,call_small,0.2
[4♥] [6♥]|deep,raise_small,0.2
[4♥] [6♥]|deep,raise_mid,0.2
[4♥] [6♥]|deep,raise_high,0.2
[8♣] [Q♣]|short,fold,0.2
[8♣] [Q♣]|short,call_small,0.2
[8♣] [Q♣]|short,raise_small,0.2
[8♣] [Q♣]|short,raise_mid,0.2
[8♣] [Q♣]|short,raise_high,0.2
[Q♣] [8♦]|short,fold,0.2
[Q♣] [8♦]|short,call_small,0.2
[Q♣] [8♦]|short,raise_small,0.2
[Q♣] [8♦]|short,raise_mid,0.2
[Q♣] [8♦]|short,raise_high,0.2
[7♠] [A♠]|deep,fold,0.2
[7♠] [A♠]|deep,call_small,0.2
[7♠] [A♠]|deep,raise_small,0.2
[7♠] [A♠]|deep,raise_mid,0.2
[7♠] [A♠]|deep,raise_high,0.2
[A♠] [4♦]|short,fold,0.2
[A♠] [4♦]|short,call_small,0.2
[A♠] [4♦]|short,raise_small,0.2
[A♠] [4♦]|short,raise_mid,0.2
[A♠] [4♦]|short,raise_high,0.2
[5♣] [7♥]|deep,fold,0.2
[5♣] [7♥]|deep,call_small,0.2
[5♣] [7♥]|deep,raise_small,0.2
[5♣] [7♥]|deep,raise_mid,0.2
[5♣] [7♥]|deep,raise_high,0.2
[T♥] [J♥]|short,fold,0.2
[T♥] [J♥]|short,call_small,0.2
[T♥] [J♥]|short,raise_small,0.2
[T♥] [J♥]|short,raise_mid,0.2
[T♥] [J♥]|short,raise_high,0.2
[5♥] [A♣]|deep,fold,0.2
[5♥] [A♣]|deep,call_small,0.2
[5♥] [A♣]|deep,raise_small,0.2
[5♥] [A♣]|deep,raise_mid,0.2
[5♥] [A♣]|deep,raise_high,0.2
[Q♣] [Q♠]|medium,fold,0.2
[Q♣] [Q♠]|medium,call_small,0.2
[Q♣] [Q♠]|medium,raise_small,0.2
[Q♣] [Q♠]|medium,raise_mid,0.2
[Q♣] [Q♠]|medium,raise_high,0.2
[4♣] [9♦]|short,fold,0.2
[4♣] [9♦]|short,call_small,0.2
[4♣] [9♦]|short,raise_small,0.2
[4♣] [9♦]|short,raise_mid,0.2
[4♣] [9♦]|short,raise_high,0.2
[8♦] [A♥]|medium,fold,0.2
[8♦] [A♥]|medium,call_small,0.2
[8♦] [A♥]|medium,raise_small,0.2
[8♦] [A♥]|medium,raise_mid,0.2
[8♦] [A♥]|medium,raise_high,0.2
[T♦] [4♥]|medium,fold,0.2
[T♦] [4♥]|medium,call_small,0.2
[T♦] [4♥]|medium,raise_small,0.2
[T♦] [4♥]|medium,raise_mid,0.2
[T♦] [4♥]|medium,raise_high,0.2
[2♦] [A♣]|short,fold,0.2
[2♦] [A♣]|short,call_small,0.2
[2♦] [A♣]|short,raise_small,0.2
[2♦] [A♣]|short,raise_mid,0.2
[2♦] [A♣]|short,raise_high,0.2
[Q♠] [3♦]|short,fold,0.2
[Q♠] [3♦]|short,call_small,0.2
[Q♠] [3♦]|short,raise_small,0.2
[Q♠] [3♦]|short,raise_mid,0.2
[Q♠] [3♦]|short,raise_high,0.2
[8♠] [J♦]|short,fold,0.2
[8♠] [J♦]|short,call_small,0.2
[8♠] [J♦]|short,raise_small,0.2
[8♠] [J♦]|short,raise_mid,0.2
[8♠] [J♦]|short,raise_high,0.2
[Q♦] [4♠]|deep,fold,0.2
[Q♦] [4♠]|deep,call_small,0.2
[Q♦] [4♠]|deep,raise_small,0.2
[Q♦] [4♠]|deep,raise_mid,0.2
[Q♦] [4♠]|deep,raise_high,0.2
[3♣] [9♦]|medium,fold,0.2
[3♣] [9♦]|medium,call_small,0.2
[3♣] [9♦]|medium,raise_small,0.2
[3♣] [9♦]|medium,raise_mid,0.2
[3♣] [9♦]|medium,raise_high,0.2
[4♥] [9♣]|medium,fold,0.2
[4♥] [9♣]|medium,call_small,0.2
[4♥] [9♣]|medium,raise_small,0.2
[4♥] [9♣]|medium,raise_mid,0.2
[4♥] [9♣]|medium,raise_high,0.2
[T♠] [T♦]|deep,fold,0.2
[T♠] [T♦]|deep,call_small,0.2
[T♠] [T♦]|deep,raise_small,0.2
[T♠] [T♦]|deep,raise_mid,0.2
[T♠] [T♦]|deep,raise_high,0.2
[9♥] [3♦]|medium,fold,0.2
[9♥] [3♦]|medium,call_small,0.2
[9♥] [3♦]|medium,raise_small,0.2
[9♥] [3♦]|medium,raise_mid,0.2
[9♥] [3♦]|medium,raise_high,0.2
[Q♥] [3♠]|short,fold,0.2
[Q♥] [3♠]|short,call_small,0.2
[Q♥] [3♠]|short,raise_small,0.2
[Q♥] [3♠]|short,raise_mid,0.2
[Q♥] [3♠]|short,raise_high,0.2
[5♥] [3♣]|short,fold,0.2
[5♥] [3♣]|short,call_small,0.2
[5♥] [3♣]|short,raise_small,0.2
[5♥] [3♣]|short,raise_mid,0.2
[5♥] [3♣]|short,raise_high,0.2
[4♠] [4♣]|deep,fold,0.2
[4♠] [4♣]|deep,call_small,0.2
[4♠] [4♣]|deep,raise_small,0.2
[4♠] [4♣]|deep,raise_mid,0.2
[4♠] [4♣]|deep,raise_high,0.2
[T♣] [J♥]|deep,fold,0.2
[T♣] [J♥]|deep,call_small,0.2
[T♣] [J♥]|deep,raise_small,0.2
[T♣] [J♥]|deep,raise_mid,0.2
[T♣] [J♥]|deep,raise_high,0.2
[A♣] [K♥]|medium,fold,0.2
[A♣] [K♥]|medium,call_small,0.2
[A♣] [K♥]|medium,raise_small,0.2
[A♣] [K♥]|medium,raise_mid,0.2
[A♣] [K♥]|medium,raise_high,0.2
[J♠] [4♠]|medium,fold,0.2
[J♠] [4♠]|medium,call_small,0.2
[J♠] [4♠]|medium,raise_small,0.2
[J♠] [4♠]|medium,raise_mid,0.2
[J♠] [4♠]|medium,raise_high,0.2
[6♠] [A♠]|short,fold,0.2
[6♠] [A♠]|short,call_small,0.2
[6♠] [A♠]|short,raise_small,0.2
[6♠] [A♠]|short,raise_mid,0.2
[6♠] [A♠]|short,raise_high,0.2
[7♠] [8♣]|short,fold,0.2
[7♠] [8♣]|short,call_small,0.2
[7♠] [8♣]|short,raise_small,0.2
[7♠] [8♣]|short,raise_mid,0.2
[7♠] [8♣]|short,raise_high,0.2
[5♣] [3♦]|medium,fold,0.2
[5♣] [3♦]|medium,call_small,0.2
[5♣] [3♦]|medium,raise_small,0.2
[5♣] [3♦]|medium,raise_mid,0.2
[5♣] [3♦]|medium,raise_high,0.2
[7♠] [9♣]|medium,fold,0.2
[7♠] [9♣]|medium,call_small,0.2
[7♠] [9♣]|medium,raise_small,0.2
[7♠] [9♣]|medium,raise_mid,0.2
[7♠] [9♣]|medium,raise_high,0.2
[3♥] [K♦]|deep,fold,0.2
[3♥] [K♦]|deep,call_small,0.2
[3♥] [K♦]|deep,raise_small,0.2
[3♥] [K♦]|deep,raise_mid,0.2
[3♥] [K♦]|deep,raise_high,0.2
[K♦] [A♣]|short,fold,0.2
[K♦] [A♣]|short,call_small,0.2
[K♦] [A♣]|short,raise_small,0.2
[K♦] [A♣]|short,raise_mid,0.2
[K♦] [A♣]|short,raise_high,0.2
[K♥] [2♠]|deep,fold,0.2
[K♥] [2♠]|deep,call_small,0.2
[K♥] [2♠]|deep,raise_small,0.2
[K♥] [2♠]|deep,raise_mid,0.2
[K♥] [2♠]|deep,raise_high,0.2
[2♠] [K♠]|medium,fold,0.2
[2♠] [K♠]|medium,call_small,0.2
[2♠] [K♠]|medium,raise_small,0.2
[2♠] [K♠]|medium,raise_mid,0.2
[2♠] [K♠]|medium,raise_high,0.2
[Q♥] [T♥]|deep,fold,0.2
[Q♥] [T♥]|deep,call_small,0.2
[Q♥] [T♥]|deep,raise_small,0.2
[Q♥] [T♥]|deep,raise_mid,0.2
[Q♥] [T♥]|deep,raise_high,0.2
[9♥] [9♠]|short,fold,0.2
[9♥] [9♠]|short,call_small,0.2
[9♥] [9♠]|short,raise_small,0.2
[9♥] [9♠]|short,raise_mid,0.2
[9♥] [9♠]|short,raise_high,0.2
[2♥] [8♣]|medium,fold,0.2
[2♥] [8♣]|medium,call_small,0.2
[2♥] [8♣]|medium,raise_small,0.2
[2♥] [8♣]|medium,raise_mid,0.2
[2♥] [8♣]|medium,raise_high,0.2
[K♦] [7♦]|deep,fold,0.2
[K♦] [7♦]|deep,call_small,0.2
[K♦] [7♦]|deep,raise_small,0.2
[K♦] [7♦]|deep,raise_mid,0.2
[K♦] [7♦]|deep,raise_high,0.2
[Q♣] [2♥]|medium,fold,0.2
[Q♣] [2♥]|medium,call_small,0.2
[Q♣] [2♥]|medium,raise_small,0.2
[Q♣] [2♥]|medium,raise_mid,0.2
[Q♣] [2♥]|medium,raise_high,0.2
[J♣] [5♠]|deep,fold,0.2
[J♣] [5♠]|deep,call_small,0.2
[J♣] [5♠]|deep,raise_small,0.2
[J♣] [5♠]|deep,raise_mid,0.2
[J♣] [5♠]|deep,raise_high,0.2
